Date,regionid
2021-03-01,WA1
2021-03-08,ACT1
2021-03-08,SA1
2021-03-08,TAS1
2021-03-08,VIC1
2021-04-02,ACT1
2021-04-02,NSW1
2021-04-02,NT1
2021-04-02,QLD1
2021-04-02,SA1
2021-04-02,TAS1
2021-04-02,VIC1
2021-04-02,WA1
2021-04-03,ACT1
2021-04-03,NSW1
2021-04-03,NT1
2021-04-03,QLD1
2021-04-03,SA1
2021-04-03,VIC1
2021-04-04,ACT1
2021-04-04,NSW1
2021-04-04,QLD1
2021-04-04,VIC1
2021-04-05,ACT1
2021-04-05,NSW1
2021-04-05,NT1
2021-04-05,QLD1
2021-04-05,SA1
2021-04-05,TAS1
2021-04-05,VIC1
2021-04-05,WA1
2021-04-06,TAS1
2021-04-25,NSW1
2021-04-25,TAS1
2021-04-25,VIC1
2021-04-25,WA1
2021-04-26,ACT1
2021-04-26,NT1
2021-04-26,QLD1
2021-04-26,SA1
2021-04-26,WA1
2021-05-03,NT1
2021-05-03,QLD1
2021-05-31,ACT1
2021-06-07,WA1
2021-06-14,ACT1
2021-06-14,NSW1
2021-06-14,NT1
2021-06-14,SA1
2021-06-14,TAS1
2021-06-14,VIC1
2021-08-02,NSW1
2021-08-02,NT1
2021-09-24,VIC1
2021-09-27,WA1
2021-10-04,ACT1
2021-10-04,NSW1
2021-10-04,QLD1
2021-10-04,SA1
2021-11-02,VIC1
2021-12-24,NT1
2021-12-24,QLD1
2021-12-24,SA1
2021-12-25,ACT1
2021-12-25,NSW1
2021-12-25,NT1
2021-12-25,QLD1
2021-12-25,SA1
2021-12-25,TAS1
2021-12-25,VIC1
2021-12-25,WA1
2021-12-26,ACT1
2021-12-26,NSW1
2021-12-26,NT1
2021-12-26,QLD1
2021-12-26,SA1
2021-12-26,TAS1
2021-12-26,VIC1
2021-12-26,WA1
2021-12-27,ACT1
2021-12-27,NSW1
2021-12-27,NT1
2021-12-27,QLD1
2021-12-27,SA1
2021-12-27,TAS1
2021-12-27,VIC1
2021-12-27,WA1
2021-12-28,ACT1
2021-12-28,NSW1
2021-12-28,NT1
2021-12-28,QLD1
2021-12-28,SA1
2021-12-28,TAS1
2021-12-28,VIC1
2021-12-28,WA1
2021-12-31,NT1
2021-12-31,SA1
2022-01-01,ACT1
2022-01-01,NSW1
2022-01-01,QLD1
2022-01-01,VIC1
2022-01-01,WA1
2022-01-03,ACT1
2022-01-03,NSW1
2022-01-03,NT1
2022-01-03,QLD1
2022-01-03,SA1
2022-01-03,TAS1
2022-01-03,VIC1
2022-01-03,WA1
2022-01-26,ACT1
2022-01-26,NSW1
2022-01-26,NT1
2022-01-26,QLD1
2022-01-26,SA1
2022-01-26,TAS1
2022-01-26,VIC1
2022-01-26,WA1
2022-03-07,WA1
2022-03-14,ACT1
2022-03-14,SA1
2022-03-14,TAS1
2022-03-14,VIC1
2022-04-15,ACT1
2022-04-15,NSW1
2022-04-15,NT1
2022-04-15,QLD1
2022-04-15,SA1
2022-04-15,TAS1
2022-04-15,VIC1
2022-04-15,WA1
2022-04-16,ACT1
2022-04-16,NSW1
2022-04-16,NT1
2022-04-16,QLD1
2022-04-16,SA1
2022-04-16,VIC1
2022-04-17,ACT1
2022-04-17,NSW1
2022-04-17,QLD1
2022-04-17,VIC1
2022-04-18,ACT1
2022-04-18,NSW1
2022-04-18,NT1
2022-04-18,QLD1
2022-04-18,SA1
2022-04-18,TAS1
2022-04-18,VIC1
2022-04-18,WA1
2022-04-19,TAS1
2022-04-25,ACT1
2022-04-25,NSW1
2022-04-25,NT1
2022-04-25,QLD1
2022-04-25,SA1
2022-04-25,TAS1
2022-04-25,VIC1
2022-04-25,WA1
2022-05-02,NT1
2022-05-02,QLD1
2022-05-30,ACT1
2022-06-06,WA1
2022-06-13,ACT1
2022-06-13,NSW1
2022-06-13,NT1
2022-06-13,SA1
2022-06-13,TAS1
2022-06-13,VIC1
2022-08-01,NSW1
2022-08-01,NT1
2022-09-23,VIC1
2022-09-26,WA1
2022-10-03,ACT1
2022-10-03,NSW1
2022-10-03,QLD1
2022-10-03,SA1
2022-11-01,VIC1
2022-12-24,NT1
2022-12-24,QLD1
2022-12-24,SA1
2022-12-25,ACT1
2022-12-25,NSW1
2022-12-25,NT1
2022-12-25,QLD1
2022-12-25,SA1
2022-12-25,TAS1
2022-12-25,VIC1
2022-12-25,WA1
2022-12-26,ACT1
2022-12-26,NSW1
2022-12-26,NT1
2022-12-26,QLD1
2022-12-26,SA1
2022-12-26,TAS1
2022-12-26,VIC1
2022-12-26,WA1
2022-12-27,ACT1
2022-12-27,NSW1
2022-12-27,NT1
2022-12-27,QLD1
2022-12-27,SA1
2022-12-27,TAS1
2022-12-27,VIC1
2022-12-27,WA1
2022-12-31,NT1
2022-12-31,SA1
2023-01-01,ACT1
2023-01-01,NSW1
2023-01-01,NT1
2023-01-01,QLD1
2023-01-01,SA1
2023-01-01,TAS1
2023-01-01,VIC1
2023-01-01,WA1
2023-01-02,ACT1
2023-01-02,NSW1
2023-01-02,NT1
2023-01-02,QLD1
2023-01-02,SA1
2023-01-02,TAS1
2023-01-02,VIC1
2023-01-02,WA1
2023-01-26,ACT1
2023-01-26,NSW1
2023-01-26,NT1
2023-01-26,QLD1
2023-01-26,SA1
2023-01-26,TAS1
2023-01-26,VIC1
2023-01-26,WA1
2023-03-06,WA1
2023-03-13,ACT1
2023-03-13,SA1
2023-03-13,TAS1
2023-03-13,VIC1
2023-04-07,ACT1
2023-04-07,NSW1
2023-04-07,NT1
2023-04-07,QLD1
2023-04-07,SA1
2023-04-07,TAS1
2023-04-07,VIC1
2023-04-07,WA1
2023-04-08,ACT1
2023-04-08,NSW1
2023-04-08,NT1
2023-04-08,QLD1
2023-04-08,SA1
2023-04-08,VIC1
2023-04-09,ACT1
2023-04-09,NSW1
2023-04-09,NT1
2023-04-09,QLD1
2023-04-09,VIC1
2023-04-09,WA1
2023-04-10,ACT1
2023-04-10,NSW1
2023-04-10,NT1
2023-04-10,QLD1
2023-04-10,SA1
2023-04-10,TAS1
2023-04-10,VIC1
2023-04-10,WA1
2023-04-11,TAS1
2023-04-25,ACT1
2023-04-25,NSW1
2023-04-25,NT1
2023-04-25,QLD1
2023-04-25,SA1
2023-04-25,TAS1
2023-04-25,VIC1
2023-04-25,WA1
2023-05-01,NT1
2023-05-01,QLD1
2023-05-29,ACT1
2023-06-05,WA1
2023-06-12,ACT1
2023-06-12,NSW1
2023-06-12,NT1
2023-06-12,SA1
2023-06-12,TAS1
2023-06-12,VIC1
2023-08-07,NSW1
2023-08-07,NT1
2023-08-16,QLD1
2023-09-25,WA1
2023-09-29,VIC1
2023-10-02,ACT1
2023-10-02,NSW1
2023-10-02,QLD1
2023-10-02,SA1
2023-11-07,VIC1
2023-12-24,NT1
2023-12-24,QLD1
2023-12-24,SA1
2023-12-25,ACT1
2023-12-25,NSW1
2023-12-25,NT1
2023-12-25,QLD1
2023-12-25,SA1
2023-12-25,TAS1
2023-12-25,VIC1
2023-12-25,WA1
2023-12-26,ACT1
2023-12-26,NSW1
2023-12-26,NT1
2023-12-26,QLD1
2023-12-26,SA1
2023-12-26,TAS1
2023-12-26,VIC1
2023-12-26,WA1
2023-12-31,NT1
2023-12-31,SA1
2024-01-01,ACT1
2024-01-01,NSW1
2024-01-01,NT1
2024-01-01,QLD1
2024-01-01,SA1
2024-01-01,TAS1
2024-01-01,VIC1
2024-01-01,WA1
2024-01-26,ACT1
2024-01-26,NSW1
2024-01-26,NT1
2024-01-26,QLD1
2024-01-26,SA1
2024-01-26,TAS1
2024-01-26,VIC1
2024-01-26,WA1
2024-03-04,WA1
2024-03-11,ACT1
2024-03-11,SA1
2024-03-11,TAS1
2024-03-11,VIC1
2024-03-29,ACT1
2024-03-29,NSW1
2024-03-29,NT1
2024-03-29,QLD1
2024-03-29,SA1
2024-03-29,TAS1
2024-03-29,VIC1
2024-03-29,WA1
2024-03-30,ACT1
2024-03-30,NSW1
2024-03-30,NT1
2024-03-30,QLD1
2024-03-30,SA1
2024-03-30,VIC1
2024-03-31,ACT1
2024-03-31,NSW1
2024-03-31,NT1
2024-03-31,QLD1
2024-03-31,VIC1
2024-03-31,WA1
2024-04-01,ACT1
2024-04-01,NSW1
2024-04-01,NT1
2024-04-01,QLD1
2024-04-01,SA1
2024-04-01,TAS1
2024-04-01,VIC1
2024-04-01,WA1
2024-04-02,TAS1
2024-04-25,ACT1
2024-04-25,NSW1
2024-04-25,NT1
2024-04-25,QLD1
2024-04-25,SA1
2024-04-25,TAS1
2024-04-25,VIC1
2024-04-25,WA1
2024-05-06,NT1
2024-05-06,QLD1
2024-05-27,ACT1
2024-06-03,WA1
2024-06-10,ACT1
2024-06-10,NSW1
2024-06-10,NT1
2024-06-10,SA1
2024-06-10,TAS1
2024-06-10,VIC1
2024-08-05,NSW1
2024-08-05,NT1
2024-08-14,QLD1
2024-09-23,WA1
2024-09-27,VIC1
2024-10-07,ACT1
2024-10-07,NSW1
2024-10-07,QLD1
2024-10-07,SA1
2024-11-05,VIC1
2024-12-24,NT1
2024-12-24,QLD1
2024-12-24,SA1
2024-12-25,ACT1
2024-12-25,NSW1
2024-12-25,NT1
2024-12-25,QLD1
2024-12-25,SA1
2024-12-25,TAS1
2024-12-25,VIC1
2024-12-25,WA1
2024-12-26,ACT1
2024-12-26,NSW1
2024-12-26,NT1
2024-12-26,QLD1
2024-12-26,SA1
2024-12-26,TAS1
2024-12-26,VIC1
2024-12-26,WA1
2024-12-31,NT1
2024-12-31,SA1
