d,regionid,sun_hours
2012-10-18,QLD1,11.183345375833333
2012-10-18,NSW1,10.972362709722221
2012-10-18,VIC1,10.82497222388889
2012-10-18,TAS1,10.607684999722222
2012-10-18,SA1,10.933296245833333
2012-10-19,QLD1,11.157340049722222
2012-10-19,NSW1,10.938703590277779
2012-10-19,VIC1,10.785985557777778
2012-10-19,TAS1,10.560771971666666
2012-10-19,SA1,10.898268003333333
2012-10-20,QLD1,11.131444483333334
2012-10-20,NSW1,10.905178814166666
2012-10-20,VIC1,10.747146950833333
2012-10-20,TAS1,10.514020604166667
2012-10-20,SA1,10.863378206944445
2012-10-21,QLD1,11.105665448611111
2012-10-21,NSW1,10.871796970277778
2012-10-21,VIC1,10.708466178611111
2012-10-21,TAS1,10.46744225111111
2012-10-21,SA1,10.828635768333333
2012-10-22,QLD1,11.080009914444444
2012-10-22,NSW1,10.838566918888889
2012-10-22,VIC1,10.66995334361111
2012-10-22,TAS1,10.421048685277777
2012-10-22,SA1,10.794049883055555
2012-10-23,QLD1,11.0544850525
2012-10-23,NSW1,10.805497797777777
2012-10-23,VIC1,10.631618883611111
2012-10-23,TAS1,10.374852112777777
2012-10-23,SA1,10.759630039166668
2012-10-24,QLD1,11.029098240000001
2012-10-24,NSW1,10.772599027222222
2012-10-24,VIC1,10.593473578611112
2012-10-24,TAS1,10.328865180555555
2012-10-24,SA1,10.7253860225
2012-10-25,QLD1,11.003857064722222
2012-10-25,NSW1,10.739880314999999
2012-10-25,VIC1,10.555528560555556
2012-10-25,TAS1,10.283100990833335
2012-10-25,SA1,10.69132792388889
2012-10-26,QLD1,10.978769325833333
2012-10-26,NSW1,10.707351664166666
2012-10-26,VIC1,10.517795317777777
2012-10-26,TAS1,10.237573108055555
2012-10-26,SA1,10.657466141944443
2012-10-27,QLD1,10.953843038611112
2012-10-27,NSW1,10.675023373611111
2012-10-27,VIC1,10.48028570111111
2012-10-27,TAS1,10.192295571666667
2012-10-27,SA1,10.623811390277778
2012-10-28,QLD1,10.929086434722223
2012-10-28,NSW1,10.642906044166667
2012-10-28,VIC1,10.443011929166666
2012-10-28,TAS1,10.147282901388888
2012-10-28,SA1,10.590374699166668
2012-10-29,QLD1,10.904507965277777
2012-10-29,NSW1,10.611010580277778
2012-10-29,VIC1,10.405986594166666
2012-10-29,TAS1,10.102550106388888
2012-10-29,SA1,10.557167420833332
2012-10-30,QLD1,10.880116300000001
2012-10-30,NSW1,10.5793481925
2012-10-30,VIC1,10.369222661666667
2012-10-30,TAS1,10.058112691111111
2012-10-30,SA1,10.524201229722223
2012-10-31,QLD1,10.855920329166667
2012-10-31,NSW1,10.547930398333333
2012-10-31,VIC1,10.3327334775
2012-10-31,TAS1,10.013986661944445
2012-10-31,SA1,10.491488125555556
2012-11-01,QLD1,10.831929162222222
2012-11-01,NSW1,10.516769023333334
2012-11-01,VIC1,10.296532765833332
2012-11-01,TAS1,9.970188528333333
2012-11-01,SA1,10.459040433333334
2012-11-02,QLD1,10.808152126944444
2012-11-02,NSW1,10.4858762
2012-11-02,VIC1,10.260634630277778
2012-11-02,TAS1,9.926735309166666
2012-11-02,SA1,10.426870802777778
2012-11-03,QLD1,10.784598766944445
2012-11-03,NSW1,10.455264365833335
2012-11-03,VIC1,10.22505355388889
2012-11-03,TAS1,9.883644531388889
2012-11-03,SA1,10.39499220611111
2012-11-04,QLD1,10.761278840555555
2012-11-04,NSW1,10.424946261388888
2012-11-04,VIC1,10.18980439638889
2012-11-04,TAS1,9.840934230277778
2012-11-04,SA1,10.363417937500001
2012-11-05,QLD1,10.738202315555556
2012-11-05,NSW1,10.394934926666666
2012-11-05,VIC1,10.15490239
2012-11-05,TAS1,9.798622948333334
2012-11-05,SA1,10.3321616075
2012-11-06,QLD1,10.71537936638889
2012-11-06,NSW1,10.365243694722222
2012-11-06,VIC1,10.120363135555557
2012-11-06,TAS1,9.756729729722222
2012-11-06,SA1,10.301237137777777
2012-11-07,QLD1,10.692820367222222
2012-11-07,NSW1,10.335886187222222
2012-11-07,VIC1,10.086202594444444
2012-11-07,TAS1,9.715274117222222
2012-11-07,SA1,10.270658756388888
2012-11-08,QLD1,10.670535886944446
2012-11-08,NSW1,10.306876305277777
2012-11-08,VIC1,10.052437082777779
2012-11-08,TAS1,9.674276140833333
2012-11-08,SA1,10.24044098861111
2012-11-09,QLD1,10.648536681944444
2012-11-09,NSW1,10.278228221944444
2012-11-09,VIC1,10.01908326
2012-11-09,TAS1,9.633756311666668
2012-11-09,SA1,10.210598647777777
2012-11-10,QLD1,10.626833686944444
2012-11-10,NSW1,10.249956371388889
2012-11-10,VIC1,9.986158118055554
2012-11-10,TAS1,9.593735606666668
2012-11-10,SA1,10.18114682638889
2012-11-11,QLD1,10.605438007499998
2012-11-11,NSW1,10.22207543638889
2012-11-11,VIC1,9.953678968055556
2012-11-11,TAS1,9.55423545638889
2012-11-11,SA1,10.152100881111112
2012-11-12,QLD1,10.584360907222223
2012-11-12,NSW1,10.194600336666667
2012-11-12,VIC1,9.921663424444445
2012-11-12,TAS1,9.515277726666667
2012-11-12,SA1,10.12347642138889
2012-11-13,QLD1,10.563613798333334
2012-11-13,NSW1,10.1675462125
2012-11-13,VIC1,9.89012939
2012-11-13,TAS1,9.476884699166666
2012-11-13,SA1,10.095289292777778
2012-11-14,QLD1,10.543208228888888
2012-11-14,NSW1,10.14092841
2012-11-14,VIC1,9.859095035277777
2012-11-14,TAS1,9.43907905
2012-11-14,SA1,10.067555560277778
2012-11-15,QLD1,10.523155868333335
2012-11-15,NSW1,10.114762461944444
2012-11-15,VIC1,9.828578777777778
2012-11-15,TAS1,9.401883824166667
2012-11-15,SA1,10.040291489722222
2012-11-16,QLD1,10.503468493055557
2012-11-16,NSW1,10.089064068333332
2012-11-16,VIC1,9.798599259722222
2012-11-16,TAS1,9.365322407499999
2012-11-16,SA1,10.013513526666665
2012-11-17,QLD1,10.484157971388887
2012-11-17,NSW1,10.063849075555556
2012-11-17,VIC1,9.769175322499999
2012-11-17,TAS1,9.329418498055556
2012-11-17,SA1,9.987238275
2012-11-18,QLD1,10.465236245
2012-11-18,NSW1,10.039133454166667
2012-11-18,VIC1,9.740325979722222
2012-11-18,TAS1,9.29419607
2012-11-18,SA1,9.9614824725
2012-11-19,QLD1,10.446715312222222
2012-11-19,NSW1,10.014933273055556
2012-11-19,VIC1,9.712070389166666
2012-11-19,TAS1,9.259679339166667
2012-11-19,SA1,9.936262965833333
2012-11-20,QLD1,10.428607208055556
2012-11-20,NSW1,9.991264675555556
2012-11-20,VIC1,9.684427819166666
2012-11-20,TAS1,9.2258927225
2012-11-20,SA1,9.911596682499999
2012-11-21,QLD1,10.410923984722222
2012-11-21,NSW1,9.968143849722223
2012-11-21,VIC1,9.65741761888889
2012-11-21,TAS1,9.192860798055555
2012-11-21,SA1,9.887500601666666
2012-11-22,QLD1,10.39367768888889
2012-11-22,NSW1,9.945587000833333
2012-11-22,VIC1,9.631059180000001
2012-11-22,TAS1,9.160608256944444
2012-11-22,SA1,9.863991725
2012-11-23,QLD1,10.376880341388889
2012-11-23,NSW1,9.923610320000002
2012-11-23,VIC1,9.605371901666667
2012-11-23,TAS1,9.129159858333333
2012-11-23,SA1,9.841087043333333
2012-11-24,QLD1,10.360543911944443
2012-11-24,NSW1,9.902229953333332
2012-11-24,VIC1,9.580375151111111
2012-11-24,TAS1,9.098540376944444
2012-11-24,SA1,9.818803503055555
2012-11-25,QLD1,10.34468029722222
2012-11-25,NSW1,9.881461966944444
2012-11-25,VIC1,9.556088223055555
2012-11-25,TAS1,9.068774550555556
2012-11-25,SA1,9.797157970833332
2012-11-26,QLD1,10.329301294444445
2012-11-26,NSW1,9.861322314722221
2012-11-26,VIC1,9.5325302975
2012-11-26,TAS1,9.039887024722223
2012-11-26,SA1,9.776167198888889
2012-11-27,QLD1,10.314418575833333
2012-11-27,NSW1,9.841826800833333
2012-11-27,VIC1,9.50972039638889
2012-11-27,TAS1,9.011902293611112
2012-11-27,SA1,9.755847785277778
2012-11-28,QLD1,10.300043663888887
2012-11-28,NSW1,9.822991044722222
2012-11-28,VIC1,9.487677338055557
2012-11-28,TAS1,8.984844641666667
2012-11-28,SA1,9.736216136388888
2012-11-29,QLD1,10.286187903055556
2012-11-29,NSW1,9.8048304425
2012-11-29,VIC1,9.466419690833334
2012-11-29,TAS1,8.958738079166666
2012-11-29,SA1,9.717288427500002
2012-11-30,QLD1,10.272862433333334
2012-11-30,NSW1,9.78736013
2012-11-30,VIC1,9.4459657275
2012-11-30,TAS1,8.93360628
2012-11-30,SA1,9.699080561666667
2012-12-01,QLD1,10.260078161666668
2012-12-01,NSW1,9.770594942777779
2012-12-01,VIC1,9.426333375
2012-12-01,TAS1,8.909472515833333
2012-12-01,SA1,9.681608129166667
2012-12-02,QLD1,10.247845736944445
2012-12-02,NSW1,9.754549378333332
2012-12-02,VIC1,9.407540167222223
2012-12-02,TAS1,8.886359589444444
2012-12-02,SA1,9.664886367222223
2012-12-03,QLD1,10.23617551888889
2012-12-03,NSW1,9.739237556666668
2012-12-03,VIC1,9.389603194722222
2012-12-03,TAS1,8.86428976888889
2012-12-03,SA1,9.64893011611111
2012-12-04,QLD1,10.225077552222222
2012-12-04,NSW1,9.724673179444444
2012-12-04,VIC1,9.372539058611112
2012-12-04,TAS1,8.843284717777777
2012-12-04,SA1,9.633753779722223
2012-12-05,QLD1,10.214561539444443
2012-12-05,NSW1,9.710869493611112
2012-12-05,VIC1,9.356363817222222
2012-12-05,TAS1,8.823365429444445
2012-12-05,SA1,9.619371283055557
2012-12-06,QLD1,10.2046368125
2012-12-06,NSW1,9.697839250555555
2012-12-06,VIC1,9.34109294111111
2012-12-06,TAS1,8.804552157777778
2012-12-06,SA1,9.605796030555554
2012-12-07,QLD1,10.195312305833335
2012-12-07,NSW1,9.685594668888887
2012-12-07,VIC1,9.32674126388889
2012-12-07,TAS1,8.786864351111111
2012-12-07,SA1,9.5930408675
2012-12-08,QLD1,10.186596532222223
2012-12-08,NSW1,9.674147397222223
2012-12-08,VIC1,9.313322935
2012-12-08,TAS1,8.770320587222223
2012-12-08,SA1,9.581118039166668
2012-12-09,QLD1,10.178497555555555
2012-12-09,NSW1,9.663508477777777
2012-12-09,VIC1,9.300851374166667
2012-12-09,TAS1,8.754938507777778
2012-12-09,SA1,9.5700391525
2012-12-10,QLD1,10.171022966944443
2012-12-10,NSW1,9.653688310555555
2012-12-10,VIC1,9.2893392275
2012-12-10,TAS1,8.740734757222222
2012-12-10,SA1,9.559815138888888
2012-12-11,QLD1,10.16417986138889
2012-12-11,NSW1,9.644696622222222
2012-12-11,VIC1,9.278798325
2012-12-11,TAS1,8.727724921666667
2012-12-11,SA1,9.550456219722223
2012-12-12,QLD1,10.15797481611111
2012-12-12,NSW1,9.636542431944443
2012-12-12,VIC1,9.269239640277778
2012-12-12,TAS1,8.715923473611111
2012-12-12,SA1,9.54197187111111
2012-12-13,QLD1,10.152413868055556
2012-12-13,NSW1,9.629234022222223
2012-12-13,VIC1,9.260673252222222
2012-12-13,TAS1,8.705343715833333
2012-12-13,SA1,9.534370792777779
2012-12-14,QLD1,10.147502497222224
2012-12-14,NSW1,9.622778910833333
2012-12-14,VIC1,9.25310831027778
2012-12-14,TAS1,8.695997732222223
2012-12-14,SA1,9.527660878055556
2012-12-15,QLD1,10.143245606388888
2012-12-15,NSW1,9.617183826666666
2012-12-15,VIC1,9.246553001666667
2012-12-15,TAS1,8.6878963425
