date,regionid,avg_wind_speed_km_per_h,max_wind_speed_km_per_h
2016-08-20,TAS1,18.0,53.6
2016-08-20,VIC1,12.6,46.4
2016-08-21,NSW1,6.1,25.9
2016-08-21,QLD1,15.8,29.5
2016-08-21,SA1,23.8,53.6
2016-08-21,TAS1,22.3,51.8
2016-08-21,VIC1,13.0,40.7
2016-08-22,NSW1,13.7,31.3
2016-08-22,QLD1,13.0,37.1
2016-08-22,SA1,11.5,
2016-08-22,TAS1,16.9,38.9
2016-08-22,VIC1,6.5,27.7
2016-08-23,NSW1,7.6,24.1
2016-08-23,QLD1,10.4,29.5
2016-08-23,SA1,15.1,
2016-08-23,TAS1,13.7,37.1
2016-08-23,VIC1,10.1,27.7
2016-08-24,NSW1,15.1,37.1
2016-08-24,QLD1,14.0,35.3
2016-08-24,SA1,15.8,44.3
2016-08-24,TAS1,11.5,33.5
2016-08-24,VIC1,13.0,27.7
2016-08-25,NSW1,15.8,38.9
2016-08-25,QLD1,11.5,33.5
2016-08-25,SA1,16.2,
2016-08-25,TAS1,11.2,37.1
2016-08-25,VIC1,12.2,38.9
2016-08-26,NSW1,10.1,29.5
2016-08-26,QLD1,14.8,37.1
2016-08-26,SA1,12.6,27.7
2016-08-26,TAS1,24.5,70.2
2016-08-26,VIC1,7.2,33.5
2016-08-27,NSW1,9.7,29.5
2016-08-27,QLD1,14.4,33.5
2016-08-27,SA1,24.8,53.6
2016-08-27,TAS1,29.9,68.4
2016-08-27,VIC1,8.3,38.9
2016-08-28,NSW1,6.5,22.3
2016-08-28,QLD1,18.7,40.7
2016-08-28,SA1,31.7,64.8
2016-08-28,TAS1,16.2,55.4
2016-08-28,VIC1,5.8,24.1
2016-08-29,NSW1,10.4,24.1
2016-08-29,QLD1,20.5,48.2
2016-08-29,SA1,20.5,48.2
2016-08-29,TAS1,10.8,25.9
2016-08-29,VIC1,15.5,44.3
2016-08-30,NSW1,17.6,44.3
2016-08-30,QLD1,19.4,44.3
2016-08-30,SA1,18.4,46.4
2016-08-30,TAS1,11.5,33.5
2016-08-30,VIC1,16.6,40.7
2016-08-31,NSW1,16.9,55.4
2016-08-31,QLD1,17.3,42.5
2016-08-31,SA1,12.2,37.1
2016-08-31,TAS1,11.5,40.7
2016-08-31,VIC1,12.2,37.1
2016-09-01,NSW1,9.7,27.7
2016-09-01,QLD1,19.8,48.2
2016-09-01,SA1,21.6,40.7
2016-09-01,TAS1,17.6,44.3
2016-09-01,VIC1,4.0,16.6
2016-09-02,NSW1,22.7,72.4
2016-09-02,QLD1,20.5,50.0
2016-09-02,SA1,26.6,53.6
2016-09-02,TAS1,9.7,22.3
2016-09-02,VIC1,16.9,33.5
2016-09-03,NSW1,24.5,61.2
2016-09-03,QLD1,10.1,27.7
2016-09-03,SA1,15.8,37.1
2016-09-03,TAS1,6.8,33.5
2016-09-03,VIC1,16.6,40.7
2016-09-04,NSW1,12.2,31.3
2016-09-04,QLD1,14.8,
2016-09-04,SA1,10.1,27.7
2016-09-04,TAS1,27.0,66.6
2016-09-04,VIC1,8.3,29.5
2016-09-05,NSW1,7.6,22.3
2016-09-05,QLD1,17.3,33.5
2016-09-05,SA1,16.2,33.5
2016-09-05,TAS1,19.4,51.8
2016-09-05,VIC1,7.9,29.5
2016-09-06,NSW1,11.5,24.1
2016-09-06,QLD1,17.6,38.9
2016-09-06,SA1,16.9,27.7
2016-09-06,TAS1,21.2,66.6
2016-09-06,VIC1,1.4,13.0
2016-09-07,NSW1,10.1,22.3
2016-09-07,QLD1,18.4,44.3
2016-09-07,SA1,23.8,46.4
2016-09-07,TAS1,14.8,38.9
2016-09-07,VIC1,11.2,37.1
2016-09-08,NSW1,13.3,25.9
2016-09-08,QLD1,18.0,40.7
2016-09-08,SA1,31.7,72.4
2016-09-08,TAS1,20.5,64.8
2016-09-08,VIC1,21.2,51.8
2016-09-09,NSW1,22.0,63.0
2016-09-09,QLD1,15.8,46.4
2016-09-09,SA1,26.3,63.0
2016-09-09,TAS1,12.2,35.3
2016-09-09,VIC1,13.7,44.3
2016-09-10,NSW1,16.6,38.9
2016-09-10,QLD1,14.0,33.5
2016-09-10,SA1,14.0,29.5
2016-09-10,TAS1,10.4,35.3
2016-09-10,VIC1,15.5,50.0
2016-09-11,NSW1,7.9,29.5
2016-09-11,QLD1,14.0,29.5
2016-09-11,SA1,17.6,35.3
2016-09-11,TAS1,14.0,42.5
2016-09-11,VIC1,7.2,27.7
2016-09-12,NSW1,11.2,31.3
2016-09-12,QLD1,14.4,31.3
2016-09-12,SA1,19.4,48.2
2016-09-12,TAS1,11.5,31.3
2016-09-12,VIC1,3.2,22.3
2016-09-13,NSW1,10.1,25.9
2016-09-13,QLD1,20.2,53.6
2016-09-13,SA1,27.4,50.0
2016-09-13,TAS1,9.4,24.1
2016-09-13,VIC1,11.9,35.3
2016-09-14,NSW1,17.3,42.5
2016-09-14,QLD1,20.9,44.3
2016-09-14,SA1,18.7,35.3
2016-09-14,TAS1,9.7,35.3
2016-09-14,VIC1,22.3,51.8
2016-09-15,NSW1,15.5,42.5
2016-09-15,QLD1,11.2,29.5
2016-09-15,SA1,11.9,29.5
2016-09-15,TAS1,22.3,61.2
2016-09-15,VIC1,13.3,44.3
2016-09-16,NSW1,10.8,33.5
2016-09-16,QLD1,12.6,22.3
2016-09-16,SA1,25.2,50.0
2016-09-16,TAS1,11.5,38.9
2016-09-16,VIC1,5.4,27.7
2016-09-17,NSW1,7.2,24.1
2016-09-17,QLD1,14.0,51.8
2016-09-17,SA1,32.0,66.6
2016-09-17,TAS1,15.8,51.8
2016-09-17,VIC1,11.5,38.9
2016-09-18,NSW1,20.2,61.2
2016-09-18,QLD1,13.7,57.2
2016-09-18,SA1,19.1,50.0
2016-09-18,TAS1,6.1,22.3
2016-09-18,VIC1,11.9,37.1
2016-09-19,NSW1,15.1,40.7
2016-09-19,QLD1,8.6,18.4
2016-09-19,SA1,28.4,55.4
2016-09-19,TAS1,9.4,25.9
2016-09-19,VIC1,7.9,25.9
2016-09-20,NSW1,8.6,24.1
2016-09-20,QLD1,15.1,37.1
2016-09-20,SA1,34.9,64.8
2016-09-20,TAS1,10.4,29.5
2016-09-20,VIC1,14.4,42.5
2016-09-21,NSW1,20.5,55.4
2016-09-21,QLD1,11.9,31.3
2016-09-21,SA1,15.1,33.5
2016-09-21,TAS1,7.6,22.3
2016-09-21,VIC1,14.4,37.1
2016-09-22,NSW1,21.6,50.0
2016-09-22,QLD1,13.0,29.5
2016-09-22,SA1,15.5,35.3
2016-09-22,TAS1,10.1,27.7
2016-09-22,VIC1,17.6,40.7
2016-09-23,NSW1,10.1,27.7
2016-09-23,QLD1,10.8,25.9
2016-09-23,SA1,34.9,64.8
2016-09-23,TAS1,8.6,22.3
2016-09-23,VIC1,7.2,27.7
2016-09-24,NSW1,8.3,31.3
2016-09-24,QLD1,9.0,27.7
2016-09-24,SA1,31.0,64.8
2016-09-24,TAS1,12.2,37.1
2016-09-24,VIC1,7.9,38.9
2016-09-25,NSW1,13.7,46.4
2016-09-25,QLD1,14.4,48.2
2016-09-25,SA1,13.7,31.3
2016-09-25,TAS1,12.6,40.7
2016-09-25,VIC1,13.7,42.5
2016-09-26,NSW1,9.4,35.3
2016-09-26,QLD1,10.1,27.7
2016-09-26,SA1,23.4,48.2
2016-09-26,TAS1,11.5,29.5
2016-09-26,VIC1,8.6,42.5
2016-09-27,NSW1,17.6,53.6
2016-09-27,QLD1,10.4,25.9
2016-09-27,SA1,17.3,38.9
2016-09-27,TAS1,13.0,31.3
2016-09-27,VIC1,10.1,35.3
2016-09-28,NSW1,11.9,25.9
2016-09-28,QLD1,13.7,
2016-09-28,SA1,45.0,87.1
2016-09-28,TAS1,13.0,33.5
2016-09-28,VIC1,16.2,50.0
2016-09-29,NSW1,23.0,50.0
2016-09-29,QLD1,17.6,40.7
2016-09-29,SA1,51.5,83.2
2016-09-29,TAS1,16.6,53.6
2016-09-29,VIC1,23.8,63.0
2016-09-30,NSW1,25.6,50.0
2016-09-30,QLD1,10.1,35.3
2016-09-30,SA1,22.3,55.4
2016-09-30,TAS1,24.1,55.4
2016-09-30,VIC1,13.3,42.5
2016-10-01,NSW1,14.4,42.5
2016-10-01,QLD1,8.6,18.4
2016-10-01,SA1,27.7,53.6
2016-10-01,TAS1,16.6,40.7
2016-10-01,VIC1,15.8,42.5
2016-10-02,NSW1,16.2,40.7
2016-10-02,QLD1,13.3,37.1
2016-10-02,SA1,34.6,74.2
2016-10-02,TAS1,19.1,48.2
2016-10-02,VIC1,15.8,57.2
2016-10-03,NSW1,23.0,55.4
2016-10-03,QLD1,13.3,48.2
2016-10-03,SA1,29.5,74.2
2016-10-03,TAS1,23.0,61.2
2016-10-03,VIC1,23.8,64.8
2016-10-04,NSW1,19.4,57.2
2016-10-04,QLD1,11.9,33.5
2016-10-04,SA1,15.1,38.9
2016-10-04,TAS1,22.0,66.6
2016-10-04,VIC1,21.2,83.2
2016-10-05,NSW1,12.6,44.3
2016-10-05,QLD1,16.2,40.7
2016-10-05,SA1,20.9,51.8
2016-10-05,TAS1,31.3,103.7
2016-10-05,VIC1,14.0,51.8
2016-10-06,NSW1,5.4,35.3
2016-10-06,QLD1,16.9,
2016-10-06,SA1,30.2,64.8
2016-10-06,TAS1,23.4,94.3
2016-10-06,VIC1,11.5,38.9
2016-10-07,NSW1,12.2,37.1
2016-10-07,QLD1,13.0,33.5
2016-10-07,SA1,23.4,57.2
2016-10-07,TAS1,26.6,68.4
2016-10-07,VIC1,13.3,37.1
2016-10-08,NSW1,11.2,31.3
2016-10-08,QLD1,12.2,29.5
2016-10-08,SA1,19.8,44.3
2016-10-08,TAS1,15.1,48.2
2016-10-08,VIC1,13.0,38.9
2016-10-09,NSW1,18.0,53.6
2016-10-09,QLD1,11.9,27.7
2016-10-09,SA1,39.6,70.2
2016-10-09,TAS1,32.8,105.5
2016-10-09,VIC1,19.8,64.8
2016-10-10,NSW1,22.0,53.6
2016-10-10,QLD1,12.2,
2016-10-10,SA1,31.0,63.0
2016-10-10,TAS1,26.6,79.6
2016-10-10,VIC1,21.2,57.2
2016-10-11,NSW1,17.3,46.4
2016-10-11,QLD1,19.8,48.2
2016-10-11,SA1,17.6,42.5
2016-10-11,TAS1,23.0,57.2
2016-10-11,VIC1,11.2,38.9
2016-10-12,NSW1,11.5,35.3
2016-10-12,QLD1,17.6,38.9
2016-10-12,SA1,19.1,40.7
2016-10-12,TAS1,16.2,61.2
2016-10-12,VIC1,12.6,50.0
2016-10-13,NSW1,12.6,33.5
2016-10-13,QLD1,17.6,38.9
2016-10-13,SA1,16.2,37.1
2016-10-13,TAS1,11.9,35.3
2016-10-13,VIC1,11.9,35.3
2016-10-14,NSW1,14.4,33.5
2016-10-14,QLD1,16.6,38.9
2016-10-14,SA1,21.6,46.4
2016-10-14,TAS1,13.3,37.1
2016-10-14,VIC1,8.3,29.5
2016-10-15,NSW1,13.0,35.3
2016-10-15,QLD1,20.2,50.0
2016-10-15,SA1,31.0,63.0
2016-10-15,TAS1,29.2,79.6
2016-10-15,VIC1,17.6,55.4
2016-10-16,NSW1,26.3,55.4
2016-10-16,QLD1,22.3,51.8
2016-10-16,SA1,38.2,79.6
2016-10-16,TAS1,17.3,77.8
2016-10-16,VIC1,17.6,38.9
2016-10-17,NSW1,16.2,61.2
2016-10-17,QLD1,19.1,42.5
2016-10-17,SA1,14.8,31.3
2016-10-17,TAS1,19.8,66.6
2016-10-17,VIC1,15.5,50.0
2016-10-18,NSW1,11.2,42.5
2016-10-18,QLD1,13.3,
2016-10-18,SA1,15.1,35.3
2016-10-18,TAS1,20.9,57.2
2016-10-18,VIC1,17.3,55.4
2016-10-19,NSW1,13.7,40.7
2016-10-19,QLD1,15.1,38.9
2016-10-19,SA1,21.2,42.5
2016-10-19,TAS1,20.9,59.4
2016-10-19,VIC1,5.0,27.7
2016-10-20,NSW1,12.6,33.5
2016-10-20,QLD1,16.2,35.3
2016-10-20,SA1,38.5,83.2
2016-10-20,TAS1,21.6,59.4
2016-10-20,VIC1,17.6,48.2
2016-10-21,NSW1,18.7,74.2
2016-10-21,QLD1,23.0,51.8
2016-10-21,SA1,33.5,63.0
2016-10-21,TAS1,22.0,76.0
2016-10-21,VIC1,13.3,38.9
2016-10-22,NSW1,19.8,50.0
2016-10-22,QLD1,16.9,42.5
2016-10-22,SA1,22.0,44.3
2016-10-22,TAS1,22.3,64.8
2016-10-22,VIC1,20.9,57.2
2016-10-23,NSW1,15.5,42.5
2016-10-23,QLD1,18.7,38.9
2016-10-23,SA1,16.6,37.1
2016-10-23,TAS1,16.9,50.0
2016-10-23,VIC1,15.1,37.1
2016-10-24,NSW1,7.6,27.7
2016-10-24,QLD1,15.8,42.5
2016-10-24,SA1,22.0,46.4
2016-10-24,TAS1,14.0,33.5
2016-10-24,VIC1,6.5,22.3
2016-10-25,NSW1,9.7,35.3
2016-10-25,QLD1,16.6,38.9
2016-10-25,SA1,24.5,53.6
2016-10-25,TAS1,13.0,38.9
2016-10-25,VIC1,11.9,48.2
2016-10-26,NSW1,11.9,40.7
2016-10-26,QLD1,15.8,40.7
2016-10-26,SA1,28.8,51.8
2016-10-26,TAS1,16.9,53.6
2016-10-26,VIC1,13.0,42.5
2016-10-27,NSW1,13.0,38.9
2016-10-27,QLD1,17.3,48.2
2016-10-27,SA1,19.1,40.7
2016-10-27,TAS1,16.6,44.3
2016-10-27,VIC1,18.4,44.3
2016-10-28,NSW1,20.2,46.4
2016-10-28,QLD1,14.4,35.3
2016-10-28,SA1,13.7,33.5
2016-10-28,TAS1,14.0,40.7
2016-10-28,VIC1,10.1,27.7
2016-10-29,NSW1,17.3,42.5
2016-10-29,QLD1,17.6,46.4
2016-10-29,SA1,33.5,79.6
2016-10-29,TAS1,14.8,37.1
2016-10-29,VIC1,13.7,31.3
2016-10-30,NSW1,20.5,63.0
2016-10-30,QLD1,23.8,61.2
2016-10-30,SA1,31.0,57.2
2016-10-30,TAS1,30.6,92.5
2016-10-30,VIC1,25.9,68.4
2016-10-31,NSW1,18.7,55.4
2016-10-31,QLD1,13.3,29.5
2016-10-31,SA1,18.4,50.0
2016-10-31,TAS1,25.6,64.8
2016-10-31,VIC1,15.1,46.4
2016-11-01,NSW1,14.4,35.3
2016-11-01,QLD1,17.3,44.3
2016-11-01,SA1,18.0,48.2
2016-11-01,TAS1,29.9,76.0
2016-11-01,VIC1,13.0,46.4
2016-11-02,NSW1,10.4,35.3
2016-11-02,QLD1,14.4,35.3
2016-11-02,SA1,13.3,31.3
2016-11-02,TAS1,17.6,64.8
2016-11-02,VIC1,10.1,35.3
2016-11-03,NSW1,10.8,27.7
2016-11-03,QLD1,14.8,
2016-11-03,SA1,12.2,27.7
2016-11-03,TAS1,25.9,53.6
2016-11-03,VIC1,6.8,27.7
2016-11-04,NSW1,11.2,35.3
2016-11-04,QLD1,14.0,38.9
2016-11-04,SA1,17.6,44.3
2016-11-04,TAS1,31.0,88.9
2016-11-04,VIC1,17.6,63.0
2016-11-05,NSW1,19.1,53.6
2016-11-05,QLD1,12.6,40.7
2016-11-05,SA1,20.9,40.7
2016-11-05,TAS1,23.0,76.0
2016-11-05,VIC1,20.9,55.4
2016-11-06,NSW1,15.8,51.8
2016-11-06,QLD1,11.9,35.3
2016-11-06,SA1,15.8,33.5
2016-11-06,TAS1,14.8,50.0
2016-11-06,VIC1,14.0,35.3
2016-11-07,NSW1,13.0,48.2
2016-11-07,QLD1,17.3,50.0
2016-11-07,SA1,30.6,57.2
2016-11-07,TAS1,22.7,72.4
2016-11-07,VIC1,15.1,64.8
2016-11-08,NSW1,13.0,51.8
2016-11-08,QLD1,18.4,70.2
2016-11-08,SA1,25.6,59.4
2016-11-08,TAS1,18.0,66.6
2016-11-08,VIC1,12.6,31.3
2016-11-09,NSW1,11.2,40.7
2016-11-09,QLD1,21.2,51.8
2016-11-09,SA1,15.8,
2016-11-09,TAS1,12.6,37.1
2016-11-09,VIC1,14.8,33.5
2016-11-10,NSW1,10.8,42.5
2016-11-10,QLD1,12.2,55.4
2016-11-10,SA1,26.6,66.6
2016-11-10,TAS1,12.6,29.5
2016-11-10,VIC1,15.8,33.5
2016-11-11,NSW1,12.2,42.5
2016-11-11,QLD1,12.2,44.3
2016-11-11,SA1,32.0,74.2
2016-11-11,TAS1,13.3,29.5
2016-11-11,VIC1,13.3,31.3
2016-11-12,NSW1,16.6,44.3
2016-11-12,QLD1,24.1,61.2
2016-11-12,SA1,34.9,66.6
2016-11-12,TAS1,15.5,42.5
2016-11-12,VIC1,21.6,53.6
2016-11-13,NSW1,22.0,57.2
2016-11-13,QLD1,19.8,48.2
2016-11-13,SA1,32.0,59.4
2016-11-13,TAS1,22.0,46.4
2016-11-13,VIC1,24.5,59.4
2016-11-14,NSW1,21.6,50.0
2016-11-14,QLD1,17.6,50.0
2016-11-14,SA1,18.4,42.5
2016-11-14,TAS1,14.0,35.3
2016-11-14,VIC1,24.1,51.8
2016-11-15,NSW1,10.4,31.3
2016-11-15,QLD1,16.6,38.9
2016-11-15,SA1,15.5,31.3
2016-11-15,TAS1,19.8,68.4
2016-11-15,VIC1,13.0,37.1
2016-11-16,NSW1,9.0,29.5
2016-11-16,QLD1,16.6,48.2
2016-11-16,SA1,20.9,40.7
2016-11-16,TAS1,14.4,38.9
2016-11-16,VIC1,6.8,25.9
2016-11-17,NSW1,18.4,46.4
2016-11-17,QLD1,19.4,50.0
2016-11-17,SA1,27.7,66.6
2016-11-17,TAS1,22.7,68.4
2016-11-17,VIC1,11.9,46.4
2016-11-18,NSW1,12.6,37.1
2016-11-18,QLD1,20.2,48.2
2016-11-18,SA1,33.5,61.2
2016-11-18,TAS1,22.7,59.4
2016-11-18,VIC1,10.4,35.3
2016-11-19,NSW1,11.5,40.7
2016-11-19,QLD1,18.7,44.3
2016-11-19,SA1,20.9,51.8
2016-11-19,TAS1,17.6,46.4
2016-11-19,VIC1,10.4,29.5
2016-11-20,NSW1,16.9,40.7
2016-11-20,QLD1,18.4,42.5
2016-11-20,SA1,16.6,50.0
2016-11-20,TAS1,14.4,37.1
2016-11-20,VIC1,13.3,40.7
2016-11-21,NSW1,16.2,50.0
2016-11-21,QLD1,21.6,48.2
2016-11-21,SA1,27.4,68.4
2016-11-21,TAS1,16.6,59.4
2016-11-21,VIC1,15.5,59.4
2016-11-22,NSW1,15.1,42.5
2016-11-22,QLD1,16.9,42.5
2016-11-22,SA1,31.7,53.6
2016-11-22,TAS1,16.6,57.2
2016-11-22,VIC1,8.6,35.3
2016-11-23,NSW1,16.2,50.0
2016-11-23,QLD1,14.0,33.5
2016-11-23,SA1,30.6,63.0
2016-11-23,TAS1,17.3,42.5
2016-11-23,VIC1,19.1,55.4
2016-11-24,NSW1,15.5,35.3
2016-11-24,QLD1,16.2,53.6
2016-11-24,SA1,17.3,35.3
2016-11-24,TAS1,13.7,37.1
2016-11-24,VIC1,14.4,38.9
2016-11-25,NSW1,14.0,42.5
2016-11-25,QLD1,22.3,50.0
2016-11-25,SA1,17.6,42.5
2016-11-25,TAS1,20.9,72.4
2016-11-25,VIC1,17.3,42.5
2016-11-26,NSW1,14.4,35.3
2016-11-26,QLD1,17.6,38.9
2016-11-26,SA1,15.5,35.3
2016-11-26,TAS1,18.4,57.2
2016-11-26,VIC1,15.8,40.7
2016-11-27,NSW1,10.8,29.5
2016-11-27,QLD1,13.0,31.3
2016-11-27,SA1,13.7,35.3
2016-11-27,TAS1,11.2,31.3
2016-11-27,VIC1,11.9,31.3
2016-11-28,NSW1,16.2,40.7
2016-11-28,QLD1,16.6,
2016-11-28,SA1,15.5,42.5
2016-11-28,TAS1,10.1,38.9
2016-11-28,VIC1,11.9,31.3
2016-11-29,NSW1,10.4,35.3
2016-11-29,QLD1,14.8,44.3
2016-11-29,SA1,14.8,46.4
2016-11-29,TAS1,12.2,29.5
2016-11-29,VIC1,12.6,42.5
2016-11-30,NSW1,18.4,44.3
2016-11-30,QLD1,17.3,46.4
2016-11-30,SA1,18.7,44.3
2016-11-30,TAS1,13.3,33.5
2016-11-30,VIC1,16.6,35.3
2016-12-01,NSW1,14.0,50.0
2016-12-01,QLD1,15.1,
2016-12-01,SA1,26.3,76.0
2016-12-01,TAS1,11.2,33.5
2016-12-01,VIC1,9.4,33.5
2016-12-02,NSW1,13.0,44.3
2016-12-02,QLD1,17.6,
2016-12-02,SA1,20.9,57.2
2016-12-02,TAS1,20.2,55.4
2016-12-02,VIC1,12.2,37.1
2016-12-03,NSW1,14.4,44.3
2016-12-03,QLD1,13.0,50.0
2016-12-03,SA1,22.3,59.4
2016-12-03,TAS1,16.6,38.9
2016-12-03,VIC1,13.3,33.5
2016-12-04,NSW1,14.0,38.9
2016-12-04,QLD1,15.5,38.9
2016-12-04,SA1,20.2,74.2
2016-12-04,TAS1,14.4,44.3
2016-12-04,VIC1,14.0,68.4
2016-12-05,NSW1,13.3,61.2
2016-12-05,QLD1,15.5,37.1
2016-12-05,SA1,15.8,53.6
2016-12-05,TAS1,24.5,68.4
2016-12-05,VIC1,11.2,35.3
2016-12-06,NSW1,11.5,42.5
2016-12-06,QLD1,15.1,51.8
2016-12-06,SA1,14.4,35.3
2016-12-06,TAS1,11.5,37.1
2016-12-06,VIC1,12.2,35.3
2016-12-07,NSW1,11.2,29.5
2016-12-07,QLD1,18.0,
2016-12-07,SA1,21.6,61.2
2016-12-07,TAS1,16.6,42.5
2016-12-07,VIC1,10.4,38.9
2016-12-08,NSW1,25.9,70.2
2016-12-08,QLD1,11.5,
2016-12-08,SA1,35.6,61.2
2016-12-08,TAS1,23.0,83.2
2016-12-08,VIC1,23.8,63.0
2016-12-09,NSW1,19.1,48.2
2016-12-09,QLD1,15.5,
2016-12-09,SA1,19.4,48.2
2016-12-09,TAS1,22.7,68.4
2016-12-09,VIC1,19.4,46.4
2016-12-10,NSW1,13.0,29.5
2016-12-10,SA1,16.6,35.3
2016-12-10,TAS1,19.4,57.2
2016-12-10,VIC1,14.0,33.5
2016-12-11,NSW1,13.3,42.5
2016-12-11,SA1,17.3,40.7
2016-12-11,TAS1,15.1,35.3
2016-12-11,VIC1,10.8,33.5
2016-12-12,NSW1,18.0,53.6
2016-12-12,QLD1,26.6,
2016-12-12,SA1,18.4,46.4
2016-12-12,TAS1,16.6,64.8
2016-12-12,VIC1,10.4,35.3
2016-12-13,NSW1,18.0,46.4
2016-12-13,QLD1,21.2,46.4
2016-12-13,SA1,22.7,63.0
2016-12-13,TAS1,21.6,90.7
2016-12-13,VIC1,18.0,61.2
2016-12-14,NSW1,23.8,59.4
2016-12-14,QLD1,19.1,42.5
2016-12-14,SA1,34.9,72.4
2016-12-14,TAS1,31.0,94.3
2016-12-14,VIC1,20.2,48.2
2016-12-15,NSW1,18.0,50.0
2016-12-15,QLD1,20.5,46.4
2016-12-15,SA1,19.4,40.7
2016-12-15,TAS1,14.4,35.3
2016-12-15,VIC1,17.3,40.7
2016-12-16,NSW1,16.6,53.6
2016-12-16,QLD1,16.9,51.8
2016-12-16,SA1,16.6,46.4
2016-12-16,TAS1,13.0,35.3
2016-12-16,VIC1,10.8,29.5
2016-12-17,NSW1,15.5,42.5
2016-12-17,QLD1,10.8,61.2
2016-12-17,SA1,24.1,50.0
2016-12-17,TAS1,20.2,85.3
2016-12-17,VIC1,18.4,50.0
2016-12-18,NSW1,16.6,44.3
2016-12-18,QLD1,9.4,42.5
2016-12-18,SA1,19.1,40.7
2016-12-18,TAS1,15.8,53.6
2016-12-18,VIC1,15.5,37.1
2016-12-19,NSW1,16.2,44.3
2016-12-19,QLD1,17.3,57.2
2016-12-19,SA1,27.0,87.1
2016-12-19,TAS1,22.7,63.0
2016-12-19,VIC1,14.0,42.5
2016-12-20,NSW1,19.4,46.4
2016-12-20,QLD1,19.4,
2016-12-20,SA1,24.5,46.4
2016-12-20,TAS1,21.2,57.2
2016-12-20,VIC1,16.6,44.3
2016-12-21,NSW1,14.4,38.9
2016-12-21,QLD1,13.7,
2016-12-21,SA1,26.3,51.8
2016-12-21,TAS1,22.3,79.6
2016-12-21,VIC1,17.6,44.3
2016-12-22,NSW1,19.8,50.0
2016-12-22,QLD1,14.0,53.6
2016-12-22,SA1,22.0,61.2
2016-12-22,TAS1,14.4,46.4
2016-12-22,VIC1,18.7,37.1
2016-12-23,NSW1,18.7,61.2
2016-12-23,QLD1,16.2,40.7
2016-12-23,SA1,26.3,70.2
2016-12-23,TAS1,13.3,38.9
2016-12-23,VIC1,11.5,35.3
2016-12-24,NSW1,20.2,57.2
2016-12-24,QLD1,16.9,44.3
2016-12-24,SA1,24.5,68.4
2016-12-24,TAS1,12.2,33.5
2016-12-24,VIC1,13.7,61.2
2016-12-25,NSW1,13.0,33.5
2016-12-25,QLD1,19.1,61.2
2016-12-25,SA1,23.4,66.6
2016-12-25,TAS1,11.5,38.9
2016-12-25,VIC1,14.8,55.4
2016-12-26,NSW1,17.3,50.0
2016-12-26,QLD1,17.3,55.4
2016-12-26,SA1,20.2,72.4
2016-12-26,TAS1,17.6,48.2
2016-12-26,VIC1,13.3,50.0
2016-12-27,NSW1,14.0,44.3
2016-12-27,QLD1,22.3,48.2
2016-12-27,SA1,37.4,103.7
2016-12-27,TAS1,12.6,31.3
2016-12-27,VIC1,14.0,35.3
2016-12-28,NSW1,20.2,50.0
2016-12-28,QLD1,21.6,50.0
2016-12-28,SA1,20.5,40.7
2016-12-28,TAS1,7.2,25.9
2016-12-28,VIC1,22.7,70.2
2016-12-29,NSW1,15.5,38.9
2016-12-29,QLD1,18.0,46.4
2016-12-29,SA1,20.2,40.7
2016-12-29,TAS1,10.1,24.1
2016-12-29,VIC1,10.8,64.8
2016-12-30,NSW1,16.6,63.0
2016-12-30,QLD1,16.9,
2016-12-30,SA1,19.8,37.1
2016-12-30,TAS1,11.9,40.7
2016-12-30,VIC1,15.8,53.6
2016-12-31,NSW1,11.5,31.3
2016-12-31,SA1,16.9,51.8
2016-12-31,TAS1,19.1,42.5
2016-12-31,VIC1,9.0,40.7
2017-01-01,NSW1,15.5,50.0
2017-01-01,SA1,31.0,55.4
2017-01-01,TAS1,11.9,44.3
2017-01-01,VIC1,15.8,46.4
2017-01-02,NSW1,16.2,51.8
2017-01-02,SA1,24.1,44.3
2017-01-02,TAS1,15.8,48.2
2017-01-02,VIC1,20.5,48.2
2017-01-03,NSW1,22.3,42.5
2017-01-03,SA1,23.0,42.5
2017-01-03,TAS1,14.4,44.3
2017-01-03,VIC1,16.9,38.9
2017-01-04,NSW1,22.0,48.2
2017-01-04,QLD1,22.0,
2017-01-04,SA1,15.1,33.5
2017-01-04,TAS1,15.1,35.3
2017-01-04,VIC1,11.9,35.3
2017-01-05,NSW1,17.6,42.5
2017-01-05,QLD1,22.7,48.2
2017-01-05,SA1,16.9,33.5
2017-01-05,TAS1,13.7,38.9
2017-01-05,VIC1,9.7,31.3
2017-01-06,NSW1,19.8,48.2
2017-01-06,QLD1,28.4,57.2
2017-01-06,SA1,22.3,63.0
2017-01-06,TAS1,14.0,31.3
2017-01-06,VIC1,11.9,31.3
2017-01-07,NSW1,15.8,40.7
2017-01-07,QLD1,20.9,70.2
2017-01-07,SA1,27.0,68.4
2017-01-07,TAS1,11.5,35.3
2017-01-07,VIC1,14.8,37.1
2017-01-08,NSW1,13.0,38.9
2017-01-08,QLD1,24.1,50.0
2017-01-08,SA1,28.4,50.0
2017-01-08,TAS1,24.5,64.8
2017-01-08,VIC1,16.6,48.2
2017-01-09,NSW1,13.0,57.2
2017-01-09,QLD1,19.1,48.2
2017-01-09,SA1,27.7,57.2
2017-01-09,TAS1,18.7,46.4
2017-01-09,VIC1,9.7,24.1
2017-01-10,NSW1,15.5,38.9
2017-01-10,QLD1,20.9,44.3
